line_name,line_url,line_start,line_stop,line_op_time,line_interval,line_price,line_company,line_up_times,line_station_up,line_station_up_len,line_station_down,line_station_down_len
北京1路公交车路线,http://beijing.gongjiao.com/xianlu_22546,老山公交场站(1),四惠枢纽站(27),5:00-23:00,未知,10公里以内票价2元，每增加5公里以内加价1元，最高票价6元,北京公交集团第六客运分公司,2015-04-05 03:32:16,"['老山公交场站(1)', '老山南路东口(2)', '地铁八宝山站(3)', '玉泉路口西(4)', '五棵松桥西(6)', '翠微路口(8)', '公主坟(9)', '军事博物馆(10)', '木樨地西(11)', '工会大楼(12)', '南礼士路(13)', '复兴门内(13)', '西单路口东(15)', '天安门西(16)', '天安门东(17)', '东单路口西(18)', '北京站口东(19)', '日坛路(20)', '永安里路口西(21)', '大北窑西(22)', '大北窑东(23)', '郎家园(23)', '四惠枢纽站(27)']",23,"['四惠枢纽站(27)', '八王坟西(24)', '郎家园(23)', '大北窑东(23)', '大北窑西(22)', '永安里路口西(21)', '日坛路(20)', '北京站口东(19)', '东单路口西(18)', '天安门东(17)', '天安门西(16)', '西单路口东(15)', '复兴门内(13)', '南礼士路(13)', '工会大楼(12)', '木樨地西(11)', '军事博物馆(10)', '公主坟(9)', '翠微路口(8)', '五棵松桥东(6)', '玉泉路口西(4)', '地铁八宝山站(3)', '老山南路东口(2)', '老山公交场站(1)']",24
北京2路公交车路线,http://beijing.gongjiao.com/xianlu_22547,海户屯(1),宽街路口南(12),5:00-23:00,未知,10公里以内票价2元，每增加5公里以内加价1元，最高票价3元,北京公交集团第二客运分公司,2015-04-05 03:32:17,"['海户屯(1)', '木樨园桥北(3)', '沙子口(3)', '永定门内(4)', '天坛西门(5)', '大栅栏(7)', '天安门广场东(7)', '天安门东(8)', '东华门(9)', '北京妇产医院(10)', '沙滩路口南(10)', '宽街路口南(12)']",12,"['宽街路口南(12)', '沙滩路口南(10)', '北京妇产医院(10)', '东华门(9)', '天安门东(8)', '天安门广场西(7)', '大栅栏(7)', '天坛西门(5)', '永定门内(4)', '沙子口(3)', '木樨园桥北(3)', '海户屯(1)']",12
北京5路公交车路线,http://beijing.gongjiao.com/xianlu_22548,菜户营桥(1),北土城公交场站(24),5:10-22:30,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价5元,北京公交集团第二客运分公司,2015-04-05 03:32:17,"['菜户营桥(1)', '菜户营桥东(2)', '菜户营桥北(2)', '白纸坊桥北(3)', '椿树馆街(3)', '广安门南(5)', '广安门内(5)', '牛街路口西(5)', '菜市口西(6)', '果子巷(6)', '虎坊桥路口东(7)', '万明路(7)', '板章路(8)', '前门(8)', '天安门广场东(9)', '天安门西(11)', '中山公园西门(11)', '西华门(11)', '北海(12)', '西板桥(13)', '景山后街(13)', '地安门内(14)', '鼓楼(15)', '铸钟厂(15)', '德内甘水桥(15)', '果子市(16)', '德胜门(16)', '德胜门外(17)', '德外关厢(17)', '马甸桥南(18)', '马甸桥东(18)', '安华桥西(东行)(19)', '安华桥西(西行)(21)', '裕民中路南口(22)', '裕民中路(23)', '地铁北土城站(23)', '北土城公交场站(24)']",37,"['北土城公交场站(20)', '地铁北土城站(19)', '裕民中路(18)', '裕民中路南口(18)', '马甸桥东(18)', '马甸桥南(18)', '德外关厢(17)', '德胜门外(17)', '德胜门(16)', '德胜门南站(16)', '果子市(16)', '德内甘水桥(15)', '铸钟厂(15)', '鼓楼(15)', '地安门内(14)', '景山后街(13)', '西板桥(13)', '北海(12)', '西华门(11)', '中山公园西门(11)', '天安门广场西(9)', '前门(8)', '煤市街南口(8)', '板章路(8)', '虎坊桥路口西(7)', '果子巷(6)', '菜市口西(6)', '牛街路口西(5)', '广安门内(5)', '广安门南(5)', '椿树馆街(3)', '白纸坊桥北(3)', '菜户营桥北(2)', '菜户营桥(1)']",34
北京6路公交车路线,http://beijing.gongjiao.com/xianlu_22549,龙潭公园(1),六里桥东(12),5:00-24:00,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价3元,北京公交集团电车客运分公司,2015-04-05 03:32:18,"['龙潭公园(1)', '北京体育馆(2)', '北京体育馆西(3)', '法华寺(3)', '红桥路口西(4)', '天坛北门(4)', '金鱼池(5)', '天桥路口东(5)', '友谊医院东(6)', '永安路(6)', '虎坊桥路口西(7)', '果子巷(7)', '菜市口西(8)', '牛街路口西(9)', '广安门内(9)', '广外关厢(10)', '达官营(11)', '广外甘石桥(11)', '湾子(12)', '莲花池(12)', '六里桥东(12)']",21,"['六里桥东(12)', '莲花池(12)', '湾子(12)', '广外甘石桥(11)', '达官营(11)', '广外关厢(10)', '广安门内(9)', '牛街路口东(9)', '菜市口西(8)', '果子巷(7)', '虎坊桥路口西(7)', '永安路(6)', '友谊医院东(6)', '天桥路口东(5)', '金鱼池(5)', '天坛北门(4)', '红桥路口西(4)', '法华寺(3)', '北京体育馆西(3)', '北京体育馆(2)', '龙潭公园(1)']",21
北京7路公交车路线,http://beijing.gongjiao.com/xianlu_22550,五间楼,动物园枢纽站,5:00-23:00,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价4元,北京公交集团第二客运分公司,2015-04-05 03:32:19,"['五间楼', '贾家花园', '赵公口桥南', '定安路', '琉璃井', '安乐林', '沙子口东', '永定门内', '先农坛', '天桥', '友谊医院东', '虎坊桥路口南', '琉璃厂', '和平门外', '宣武门东', '长椿街路口北', '新文化街西口', '太平桥', '辟才胡同', '丰盛胡同', '白塔寺', '报子胡同', '祖家街', '宝产胡同', '新开胡同', '西直门内', '西直门外', '动物园枢纽站']",28,"['动物园枢纽站', '西直门外', '西直门内', '新开胡同', '宝产胡同', '祖家街', '报子胡同', '白塔寺', '丰盛胡同', '辟才胡同', '太平桥', '民族文化宫', '佟麟阁路', '新文化街', '西绒线胡同', '和平门内', '和平门外', '琉璃厂', '虎坊桥路口南', '友谊医院东', '天桥', '先农坛', '永定门内', '沙子口东', '安乐林', '琉璃井', '定安路', '刘家窑桥北', '横七条', '五间楼']",30
北京8路公交车路线,http://beijing.gongjiao.com/xianlu_22551,北京华侨城,前门,5:00-22:00,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价4元,北京公交集团第七客运分公司,2015-04-05 03:32:19,"['北京华侨城', '金蝉南路西口', '金蝉北里', '朝阳区大柳树', '朝阳区大柳树西站', '窑洼湖桥东', '平乐园', '南磨房', '劲松桥东', '劲松中街', '龙潭湖', '龙潭路', '北京体育馆', '幸福大街', '幸福大街北口', '培新街', '安化楼', '白桥大街', '东花市大街', '小市口', '羊市口', '崇文门西', '正义路', '前门东', '前门']",25,"['前门', '前门东', '正义路', '崇文门西', '羊市口', '小市口', '东花市大街', '白桥大街', '安化楼', '培新街', '幸福大街北口', '幸福大街', '北京体育馆', '龙潭路', '龙潭湖', '劲松中街', '劲松桥东', '农光东里', '武圣路', '京体游泳馆', '双龙小区', '四方桥西', '弘燕桥', '金蝉北里', '金蝉南路西口', '北京华侨城']",26
北京9路公交车路线,http://beijing.gongjiao.com/xianlu_22552,金台路,金家村桥东,5:10-23:00,未知,10公里以内票价2元，每增加5公里以内加价1元，最高票价4元,北京公交集团第五客运分公司,2015-04-05 03:32:20,"['金台路', '水碓路口南', '小庄路口北', '呼家楼南', '光华桥南', '大北窑西', '永安里路口西', '日坛路', '北京站东', '崇文门西', '台基厂路口西', '正义路', '前门东', '前门西', '北京供电局', '和平门东', '宣武门西', '长椿街路口东', '长椿街路口西', '天宁寺桥西', '白云桥西', '小马厂', '北京西站', '莲花小区', '金家村桥东']",25,"['金家村桥东', '莲花小区', '北京西站', '小马厂', '白云桥西', '天宁寺桥西', '长椿街路口东', '宣武门西', '和平门西', '北京供电局', '前门西', '前门东', '正义路', '台基厂路口西', '崇文门西', '北京站前街', '日坛路', '永安里路口西', '大北窑西', '光华桥南', '呼家楼东', '小庄路口北', '水碓路口南', '金台路']",24
北京10路公交车路线,http://beijing.gongjiao.com/xianlu_22553,航天桥东,南菜园,5:00-24:00,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价3元,北京公交集团第六客运分公司,2015-04-05 03:32:20,"['航天桥东', '马神庙', '白堆子口东', '甘家口东', '阜外西口', '月坛北街北站', '国家工商总局', '国家工商总局南站', '三里河东路南口', '南礼士路', '复兴门内', '新文化街西口', '长椿街路口北', '槐柏树街东口', '宣武医院', '牛街', '牛街礼拜寺', '牛街南口', '南樱桃园路口北', '白纸坊路口西', '南菜园']",21,"['南菜园', '白纸坊路口西', '南樱桃园路口北', '牛街南口', '牛街礼拜寺', '牛街', '宣武医院', '槐柏树街东口', '长椿街路口北', '新文化街西口', '民族文化宫', '复兴门内', '南礼士路', '三里河东路南口', '国家工商总局南站', '国家工商总局', '月坛北街北站', '阜外西口', '甘家口西', '白堆子口东', '马神庙', '航天桥东']",22
北京11路公交车路线,http://beijing.gongjiao.com/xianlu_22554,孛罗营,大北窑东,5:10-22:30,未知,10公里以内票价2元，每增加5公里以内加价1元，最高票价3元,北京公交集团第五客运分公司,2015-04-05 03:32:20,"['孛罗营', '孛罗营村北', '王四营桥南', '王四营', '古塔公园', '观音堂', '观音堂北', '朝阳半壁店', '方家村', '四根旗杆', '小海子', '唐家村', '东石门', '大郊亭桥西', '珠江帝景', '九龙山', '八王坟南', '八王坟西', '大北窑东']",19,"['大北窑东', '八王坟南', '北京东站北', '九龙山', '珠江帝景', '大郊亭桥西', '大郊亭桥东', '东石门', '唐家村', '小海子', '四根旗杆', '方家村', '朝阳半壁店', '观音堂北', '观音堂', '古塔公园', '王四营', '王四营桥东', '孛罗营村北', '孛罗营']",20
北京12环行公交车路线,http://beijing.gongjiao.com/xianlu_22555,芳星园,五间楼,5:00-23:00,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价4元,北京公交集团第二客运分公司,2015-04-05 03:32:20,"['芳星园', '广渠门内', '安化楼', '培新街', '南花市大街', '羊市口', '花市路口北', '崇文门东', '北花市大街', '小市口', '东花市大街', '白桥大街', '夕照寺街北口', '夕照寺', '光明楼', '龙潭湖', '龙潭公园', '龙潭湖游泳池', '左安门内', '左安门外', '八里河', '芳城园', '方庄南口', '刘家窑桥东', '横七条', '五间楼']",26,"['大北窑东', '八王坟南', '北京东站北', '九龙山', '珠江帝景', '大郊亭桥西', '大郊亭桥东', '东石门', '唐家村', '小海子', '四根旗杆', '方家村', '朝阳半壁店', '观音堂北', '观音堂', '古塔公园', '王四营', '王四营桥东', '孛罗营村北', '孛罗营']",20
北京13路公交车路线,http://beijing.gongjiao.com/xianlu_22556,和平东桥南,西城三里河,4:55-23:00,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价3元,北京公交集团第一客运分公司,2015-04-05 03:32:21,"['和平东桥南', '和平里东街', '和平里路口南', '和平里南口', '北小街豁口', '雍和宫', '国子监', '北新桥路口北', '东四十二条', '张自忠路', '宽街路口东', '锣鼓巷', '地安门东', '北海北门', '东官房', '厂桥路口东', '平安里路口南', '大红罗厂西口', '西四路口西', '白塔寺', '阜成门内', '南礼士路北口', '月坛公园', '儿童医院路口西', '二七剧场路北口', '三里河东口', '西城三里河']",27,"['西城三里河', '三里河东口', '二七剧场路北口', '儿童医院路口西', '月坛公园', '阜成门', '阜成门内', '白塔寺', '西四路口北', '大红罗厂西口', '平安里路口南', '厂桥路口西', '东官房', '北海北门', '地安门东', '锣鼓巷', '宽街路口东', '张自忠路', '东四十二条', '北新桥路口北', '国子监', '雍和宫桥东', '北小街豁口', '和平里南口', '和平里路口北', '和平里东街', '和平东桥南']",27
北京14路公交车路线,http://beijing.gongjiao.com/xianlu_22557,角门南站,后库,5:00-24:00,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价3元,北京公交集团第二客运分公司,2015-04-05 03:32:21,"['角门南站', '角门', '西马厂北口', '马家堡东口', '洋桥北', '四路通', '陶然桥北', '太平街', '虎坊路', '虎坊桥路口南', '琉璃厂', '和平门内', '六部口', '力学胡同', '府右街', '西安门', '后库']",17,"['北京三十九中学', '西安门', '府右街', '力学胡同', '六部口', '和平门内', '琉璃厂', '虎坊桥路口南', '太平街北口', '太平街', '陶然桥北', '四路通', '洋桥南', '马家堡东口', '西马厂北口', '角门', '角门南站']",17
北京15路公交车路线,http://beijing.gongjiao.com/xianlu_22558,动物园枢纽站,天桥商场,5:00-23:00,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价3元,北京公交集团第四客运分公司,2015-04-05 03:32:21,"['动物园枢纽站', '北京展览馆', '二里沟东口', '百万庄东口', '展览路口北', '月坛北街北站', '月坛北街', '月坛公园', '北京儿童医院西门', '礼士路南口', '真武庙二条', '南礼士路', '复兴门内', '民族文化宫', '西单路口南', '宣武门东', '和平门外', '琉璃厂', '虎坊桥路口南', '永安路', '友谊医院西', '友谊医院', '南纬路', '天桥商场']",24,"['天桥商场', '福长街', '友谊医院西', '永安路', '虎坊桥路口南', '琉璃厂', '和平门外', '宣武门东', '长椿街路口北', '民族文化宫', '复兴门内', '礼士路南口', '北京儿童医院西门', '月坛公园', '月坛北街', '展览路口南', '百万庄东口', '二里沟东口', '北京展览馆', '动物园枢纽站']",20
北京16路公交车路线,http://beijing.gongjiao.com/xianlu_22559,二里庄,西直门外,5:10-22:50,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价3元,北京公交集团第四客运分公司,2015-04-05 03:32:22,"['二里庄', '二里庄南口', '志新北里', '志新桥北', '志新桥南', '牡丹园北', '牡丹园', '北太平桥西', '蓟门桥东', '蓟门桥南', '明光桥北', '明光村', '明光村西站', '皂君庙东站', '皂君庙', '大柳树北站', '大柳树南站', '北京交通大学', '北下关', '地铁西直门站', '西直门外']",21,"['西直门外', '地铁西直门站', '北下关', '北京交通大学', '大柳树南站', '大柳树北站', '皂君庙', '皂君庙东站', '明光村西站', '明光村', '明光桥东', '北京师范大学南门', '铁狮子坟', '北太平桥北', '牡丹园', '牡丹园北', '志新桥南', '志新桥北', '志新北里', '二里庄南口', '二里庄']",21
北京17路公交车路线,http://beijing.gongjiao.com/xianlu_22560,双庙,前门,5:10-23:00,未知,10公里以内票价2元，每增加5公里以内加价1元，最高票价2元,北京公交集团第二客运分公司,2015-04-05 03:32:22,"['双庙', '地铁宋家庄站', '宋家庄', '顺四条', '刘家窑桥东', '刘家窑桥西', '赵公口桥西', '木樨园桥东', '木樨园桥北', '沙子口', '永定门内', '先农坛', '天坛西门', '珠市口南', '前门']",15,"['前门', '珠市口南', '天桥', '天坛西门', '先农坛', '永定门内', '沙子口', '木樨园桥北', '木樨园桥东', '赵公口桥西', '刘家窑桥西', '刘家窑桥东', '顺四条', '宋家庄', '地铁宋家庄站', '双庙']",16
北京18路公交车路线,http://beijing.gongjiao.com/xianlu_22561,国际展览中心,惠新东桥西,5:00-23:00,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价3元,北京公交集团第一客运分公司,2015-04-05 03:32:22,"['国际展览中心', '静安庄', '三元桥西站', '左家庄', '香河园', '香河园路西口', '北官厅', '北小街豁口', '雍和宫桥东', '地坛西门', '一四二中', '蒋宅口', '安外甘水桥', '安贞桥北', '安贞里', '奥体东门', '安苑东里', '安苑路', '惠新西街北口', '惠新东桥西']",20,"['惠新东桥南', '对外经贸大学', '惠新里', '安苑路', '安苑东里', '奥体东门', '安贞里', '安贞桥北', '安外甘水桥', '蒋宅口', '一四二中', '地坛西门', '雍和宫桥东', '北小街豁口', '东直门北', '香河园路西口', '香河园', '左家庄', '三元桥西站', '静安庄', '国际展览中心']",21
北京19路公交车路线,http://beijing.gongjiao.com/xianlu_22562,翠林小区,动物园枢纽站,5:00-24:00,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价3元,北京公交集团第二客运分公司,2015-04-05 03:32:23,"['翠林小区', '右安门外', '右安门', '右安门内', '南樱桃园路口西', '白纸坊', '枣林前街', '白广路北口', '广安门内', '广安门北', '天宁寺桥北', '西便门外', '真武庙', '礼士路南口', '北京儿童医院西门', '月坛公园', '阜成门北', '车公庄西', '三塔寺', '二里沟东口', '北京展览馆', '动物园枢纽站']",22,"['动物园枢纽站', '北京展览馆', '二里沟东口', '三塔寺', '车公庄西', '马尾沟', '阜外医院', '月坛公园', '北京儿童医院西门', '礼士路南口', '真武庙', '西便门外', '天宁寺桥北', '广安门北', '广安门内', '枣林前街', '白纸坊', '南樱桃园路口南', '右安门内', '右安门', '右安门外', '翠林小区']",22
北京20路公交车路线,http://beijing.gongjiao.com/xianlu_22563,北京南站,北京站东,4:40-23:00,未知,10公里以内票价2元，每增加5公里以内加价1元，最高票价2元,北京公交集团第六客运分公司,2015-04-05 03:32:23,"['北京南站', '永定门长途汽车站', '陶然桥东', '永定门内', '先农坛', '天桥', '珠市口南', '大栅栏', '前门', '前门东', '正义路', '台基厂路口西', '崇文门西', '北京站东']",14,"['北京站东', '崇文门西', '台基厂路口西', '正义路', '前门东', '前门', '大栅栏', '珠市口南', '天桥', '天坛西门', '先农坛', '永定门西', '永定门长途汽车站', '北京南站']",14
北京21路公交车路线,http://beijing.gongjiao.com/xianlu_22564,北京西站,安华桥北,5:00-23:00,未知,10公里以内票价2元，每增加5公里以内加价1元，最高票价4元,北京公交集团第一客运分公司,2015-04-05 03:32:23,"['北京西站', '北京世纪坛医院', '皇亭子', '军事博物馆', '木樨地西', '木樨地北', '西城三里河', '三里河东口', '二七剧场路北口', '儿童医院路口西', '月坛体育场', '阜成门南', '阜成门北', '西直门南', '索家坟', '文慧桥北', '明光桥北', '蓟门桥', '蓟门桥北', '塔院小区南门', '牡丹园西', '牡丹园东', '健德门桥西', '健德门桥东', '地铁北土城站', '安贞西里', '安华桥北']",27,"['安华桥北', '安贞西里', '地铁北土城站', '健德门桥东', '健德门桥西', '牡丹园东', '牡丹园西', '塔院小区南门', '蓟门桥北', '蓟门桥南', '明光桥南', '文慧桥南', '索家坟', '西直门南', '车公庄南', '阜成门北', '阜成门南', '月坛体育场', '儿童医院路口西', '二七剧场路北口', '三里河东口', '西城三里河', '木樨地北', '木樨地西', '军事博物馆', '皇亭子', '北京世纪坛医院', '北京西站']",28
北京22路公交车路线,http://beijing.gongjiao.com/xianlu_22565,牡丹园西,前门,5:00-24:00,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价3元,北京公交集团电车客运分公司,2015-04-05 03:32:23,"['牡丹园西', '牡丹园', '北太平桥南', '铁狮子坟', '北京师范大学', '小西天', '积水潭桥南', '新街口北', '新街口南', '护国寺', '平安里路口南', '西四路口北', '缸瓦市', '甘石桥', '西单商场', '西单路口南', '宣武门东', '和平门东', '前门']",19,"['前门', '前门西', '和平门东', '宣武门东', '西单路口南', '西单商场', '缸瓦市', '西四路口北', '平安里路口南', '护国寺', '新街口南', '新街口北', '积水潭桥南', '小西天', '北京师范大学', '铁狮子坟', '北太平桥西', '牡丹园西']",18
北京22路公交车路线,http://beijing.gongjiao.com/xianlu_22566,牡丹园西,前门,5:00-24:00,未知,无人售票线路，单一票制1元，不设找赎。持卡乘车普通卡0.40元/次、学生卡0.20元/次,北京公交集团电车客运分公司,2015-01-29 07:33:25,"['牡丹园西', '牡丹园', '北太平桥南', '铁狮子坟', '北京师范大学', '小西天', '积水潭桥南', '新街口北', '新街口南', '护国寺', '平安里路口南', '西四路口北', '缸瓦市', '甘石桥', '西单商场', '西单路口南', '宣武门东', '和平门东', '前门']",19,"['前门', '前门西', '和平门东', '宣武门东', '西单路口南', '西单商场', '缸瓦市', '西四路口北', '平安里路口南', '护国寺', '新街口南', '新街口北', '积水潭桥南', '小西天', '北京师范大学', '铁狮子坟', '北太平桥西', '牡丹园西']",18
北京23路公交车路线,http://beijing.gongjiao.com/xianlu_22567,朝阳半壁店,虎坊路,5:10-23:30,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价3元,北京公交集团第五客运分公司,2015-04-05 03:32:24,"['朝阳半壁店', '方家村', '四根旗杆', '小海子', '唐家村', '东石门', '大郊亭桥西', '珠江帝景', '九龙花园', '双井桥东', '双井桥西', '垂杨柳', '马圈', '广渠门内', '安化楼', '培新街', '榄杆市', '磁器口西', '水道子', '桥湾', '东城三里河', '过街楼', '珠市口西', '板章路', '虎坊桥路口南', '虎坊路']",26,"['虎坊路', '虎坊桥路口东', '板章路', '过街楼', '东城三里河', '桥湾', '水道子', '磁器口西', '榄杆市', '培新街', '安化楼', '广渠门内', '马圈', '垂杨柳', '双井桥西', '双井桥东', '九龙花园', '珠江帝景', '大郊亭桥西', '东石门', '唐家村', '小海子', '四根旗杆', '方家村', '朝阳半壁店']",25
北京24路公交车路线,http://beijing.gongjiao.com/xianlu_22568,左家庄,北京站,5:00-23:00,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价2元,北京公交集团第一客运分公司,2015-04-05 03:32:24,"['左家庄', '新源里', '塔园村', '春秀路', '东直门', '东直门内', '东内小街', '海运仓', '东四九条', '东四六条', '朝内小街', '演乐胡同', '禄米仓', '外交部街', '北京站口北', '北京站']",16,"['北京站前街', '外交部街', '禄米仓', '演乐胡同', '朝内小街', '东四六条', '东四九条', '海运仓', '东内小街', '东直门内', '东直门', '春秀路', '塔园村', '新源里', '左家庄']",15
北京25路公交车路线,http://beijing.gongjiao.com/xianlu_22569,城外诚,北京站东,5:30-22:10,未知,10公里以内票价2元，每增加5公里以内加价1元，最高票价3元,北京公交集团第二客运分公司,2015-04-05 03:32:24,"['城外诚', '郭家村', '成寿寺路', '成寿寺路中街', '成寿寺路北口', '十里河桥南', '方庄桥东', '方庄桥西', '方庄环岛南', '蒲芳路西口', '东侧路', '天坛体育场', '法华寺', '红桥路口北', '磁器口北', '花市路口南', '崇文门内', '东单路口东', '北京站东']",19,"['北京站东', '建国门南', '东便门', '崇文门东', '花市路口南', '磁器口南', '红桥路口北', '法华寺', '天坛体育场', '东侧路', '芳古园北', '方庄环岛南', '东铁营桥东', '成寿寺路北口', '成寿寺路中街', '成寿寺路', '郭家村', '城外诚']",18
北京26路公交车路线,http://beijing.gongjiao.com/xianlu_22570,二里庄,西便门,5:30-22:00,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价5元,北京公交集团第四客运分公司,2015-04-05 03:32:24,"['二里庄', '二里庄北口', '中国农业大学东校区', '学院路北口', '成府路口南', '北京城市学院', '保福寺桥西', '中关村一街', '中关村西', '北京市地震局', '人民大学西门', '万泉庄', '三义庙', '四通桥南', '中国农业科学院', '魏公村', '大慧寺', '大柳树南站', '北京交通大学', '北下关', '地铁西直门站', '西直门外', '北京展览馆', '二里沟东口', '百万庄东口', '展览路口北', '月坛北街北站', '国家工商总局', '三里河东路南口', '白云路', '白云观', '天宁寺桥西', '西便门']",33,"['西便门', '天宁寺桥西', '白云观', '白云路', '三里河东路南口', '国家工商总局', '月坛北街北站', '展览路口南', '百万庄东口', '二里沟东口', '北京展览馆', '西直门外', '地铁西直门站', '北下关', '北京交通大学', '大柳树南站', '大慧寺', '魏公村', '中国农业科学院', '四通桥西', '三义庙', '万泉庄', '人民大学西门', '北京市地震局', '中关村西', '中关村一街', '保福寺桥西', '北京城市学院', '成府路口南', '学院路北口', '中国农业大学东校区', '二里庄北口', '二里庄']",33
北京27路公交车路线,http://beijing.gongjiao.com/xianlu_22571,五路,安定门外,5:00-23:00,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价4元,北京公交集团第四客运分公司,2015-04-05 03:32:25,"['五路', '慈寿寺桥', '西钓鱼台', '航天桥西', '航天桥北', '花园桥南', '花园桥东', '老虎庙', '外文印刷厂', '四道口北', '白石桥东', '动物园', '西直门外', '玉桃园', '积水潭桥东', '德胜门', '安德路西口', '后九条', '六铺炕', '地兴居', '安定门外']",21,"['安定门外', '地兴居', '六铺炕', '后九条', '安德路西口', '德胜门西', '新街口豁口', '玉桃园', '西直门外', '动物园', '白石桥东', '四道口北', '外文印刷厂', '老虎庙', '花园桥东', '花园桥南', '航天桥北', '航天桥西', '西钓鱼台', '慈寿寺桥', '五路(北行)', '善家坟', '车道沟桥(北行)', '五路']",24
北京28路公交车路线,http://beijing.gongjiao.com/xianlu_22572,东大桥公交场站,弘燕公交场站,5:00-23:00,未知,10公里以内票价2元，每增加5公里以内加价1元，最高票价3元,北京公交集团第五客运分公司,2015-04-05 03:32:25,"['东大桥公交场站', '芳草地', '芳草地南', '永安里路口北', '大北窑西', '大北窑南', '双花园', '双井桥', '双井桥南', '劲松桥南', '潘家园桥', '十里河桥北', '十里河桥东', '十里河居然之家', '周家庄', '西大望路南口', '弘燕公交场站']",17,"['弘燕公交场站', '西大望路南口', '周家庄', '十里河居然之家', '十里河桥北', '华威桥南', '潘家园桥', '劲松桥南', '双井桥南', '双井桥北', '双花园', '大北窑南', '大北窑西', '永安里路口北', '芳草地南', '芳草地', '东大桥公交场站']",17
北京29路公交车路线,http://beijing.gongjiao.com/xianlu_22573,弘燕公交场站,北京站东,5:30-22:20,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价3元,北京公交集团第五客运分公司,2015-04-05 03:32:26,"['弘燕公交场站', '西大望路南口', '小武基桥北', '弘燕桥西', '双龙小区', '北京工业大学南站', '松榆东里南门', '武圣路南口', '武圣路', '武圣东里', '农光东里', '劲松桥东', '劲松中街', '光明桥东', '广渠门', '东便门', '北京站西街西口', '北京站东']",18,"['北京站东', '广渠门', '光明桥东', '劲松中街', '劲松桥东', '农光东里', '武圣东里', '武圣路', '松榆里', '松榆东里南门', '北京工业大学南站', '四方桥西', '弘燕桥', '小武基桥北', '西大望路南口', '弘燕公交场站']",16
北京30路公交车路线,http://beijing.gongjiao.com/xianlu_22574,孛罗营,甜水园西里,5:30-22:15,未知,无人售票线路，10公里以内票价2元，每增加5公里以内加价1元，不设找赎，最高票价3元,北京公交集团第五客运分公司,2015-04-05 03:32:26,"['孛罗营', '孛罗营村北', '王四营桥南', '陶庄', '垡头桥北', '朝阳区大柳树', '紫南家园', '紫南家园西站', '祁家坟', '潘道庙', '北京工业大学', '北京工业大学北站', '平乐园北', '珠江帝景', '九龙山', '八王坟南', '八王坟北', '光华路东口', '红庙路口北', '金台路口南', '甜水园西里']",21,"['甜水园西里', '道家园', '延静里', '金台路口南', '红庙路口北', '光华路东口', '八王坟南', '北京东站北', '九龙山', '珠江帝景', '平乐园北', '北京工业大学北站', '北京工业大学', '潘道庙', '祁家坟', '弘燕桥', '厚俸桥', '垡头桥西', '陶庄', '王四营桥西', '王四营桥东', '孛罗营村北', '孛罗营']",23
