Date,Symbol,Open,High,Low,Close,Adj Close,Volume
10/01/2019,BABA,149.809998,152.029999,148.880005,151.690002,151.690002,14221100
11/01/2019,BABA,151.830002,153.380005,150.139999,151.320007,151.320007,9589400
14/01/2019,BABA,148.5,150.570007,146.539993,149.270004,149.270004,13356700
15/01/2019,BABA,150.679993,154.169998,149.964005,150.880005,150.880005,15003100
16/01/2019,BABA,152.809998,155.389999,151.5,154.839996,154.839996,14810800
17/01/2019,BABA,152.110001,158.550003,151.899994,155.970001,155.970001,16153200
18/01/2019,BABA,158.449997,159.490005,154.729996,157.020004,157.020004,19611400
22/01/2019,BABA,154.399994,155.440002,150.207001,152.149994,152.149994,21295000
23/01/2019,BABA,154.649994,155.179993,150.949997,152.029999,152.029999,10195800
24/01/2019,BABA,151.470001,156,151.210007,155.860001,155.860001,10997900
25/01/2019,BABA,158.910004,160.5,157.429993,159.210007,159.210007,16451800
28/01/2019,BABA,157.800003,159.690002,155.300003,158.919998,158.919998,10141100
29/01/2019,BABA,159.039993,160.375,155.919998,156.880005,156.880005,18348200
30/01/2019,BABA,161.289993,167.839996,160.5,166.820007,166.820007,36997700
31/01/2019,BABA,167.800003,169.729996,165.699997,168.490005,168.490005,21219500
01/02/2019,BABA,168,169.399994,167.630005,167.970001,167.970001,10771500
04/02/2019,BABA,166.320007,167.550003,165.610001,166.699997,166.699997,7380400
05/02/2019,BABA,168.550003,171.949997,168,171.830002,171.830002,12801800
06/02/2019,BABA,171.860001,173.089996,169.990005,171.520004,171.520004,11267800
07/02/2019,BABA,169.160004,169.610001,164.335999,166.960007,166.960007,11911100
08/02/2019,BABA,163.830002,167.649994,163.75,167.360001,167.360001,8331500
11/02/2019,BABA,168.850006,170.330002,167.449997,167.449997,167.449997,7260300
12/02/2019,BABA,169.600006,170.490005,168.610001,168.710007,168.710007,8594400
13/02/2019,BABA,169.910004,171.050003,168.990005,169.399994,169.399994,8661800
14/02/2019,BABA,167.639999,168.5,166.610001,168.380005,168.380005,8722100
15/02/2019,BABA,168.610001,168.770004,165.410004,166.149994,166.149994,12099500
19/02/2019,BABA,166.979996,171.149994,166.5,170.179993,170.179993,12982300
20/02/2019,BABA,171,172.679993,170.610001,170.710007,170.710007,12454900
21/02/2019,BABA,171,171.779999,169.800003,171.660004,171.660004,8434800
22/02/2019,BABA,172.800003,177.020004,172.520004,176.919998,176.919998,16175600
25/02/2019,BABA,181.259995,183.720001,180.729996,183.25,183.25,22831800
26/02/2019,BABA,179.789993,184.350006,179.369995,183.539993,183.539993,13857900
26/02/2018,JD,49,49,48.189999,48.799999,48.799999,9126900
27/02/2018,JD,48.57,48.720001,46.990002,47.040001,47.040001,12688600
28/02/2018,JD,47.459999,48.18,46.799999,47.150002,47.150002,12227800
01/03/2018,JD,47.099998,47.650002,45.049999,46.209999,46.209999,15883200
02/03/2018,JD,42.98,43.990002,41.799999,43.799999,43.799999,34897000
05/03/2018,JD,43.369999,43.650002,41.889999,42.990002,42.990002,22091000
